seas_id,player,tm,season,age,experience,g,gs,mp,fg,fga,x3p,x3pa,x2p,x2pa,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,playoffs,w,l,forward,guard,center,All-NBA Probability
30570,Dario Šarić,OKC,2023,28,6,37,12,533,76,178,27,69,49,109,36,44,39,103,142,57,13,5,36,69,215,0,28,33,1,0,0,0
30569,Dario Šarić,OKC,2023,28,6,42,12,606,90,203,32,83,58,120,48,56,43,118,161,62,14,5,44,77,260,0,28,33,1,0,0,0
30568,Danuel House Jr.,PHI,2023,29,7,37,2,546,55,120,24,72,31,48,28,40,8,57,65,25,8,7,16,44,162,0,39,21,1,0,0,0
30613,Dorian Finney-Smith,BRK,2023,29,7,47,47,1493,146,360,83,248,63,112,34,46,78,152,230,69,41,21,44,101,409,0,34,27,1,0,0,0
30630,Eugene Omoruyi,OKC,2023,25,2,23,2,272,44,94,8,31,36,63,17,28,22,30,52,11,14,0,16,46,113,0,28,33,1,0,0,0
30623,Duncan Robinson,MIA,2023,28,5,31,0,549,67,188,49,153,18,35,20,22,8,51,59,37,12,0,21,62,203,0,33,29,1,0,0,0
30616,Doug McDermott,SAS,2023,31,9,54,0,1114,199,432,101,244,98,188,38,51,16,101,117,77,9,6,51,98,537,0,15,47,1,0,0,0
30615,Dorian Finney-Smith,BRK,2023,29,7,7,7,205,17,50,6,31,11,19,4,6,11,31,42,10,3,1,8,21,44,0,34,27,1,0,0,0
30614,Dorian Finney-Smith,BRK,2023,29,7,40,40,1288,129,310,77,217,52,93,30,40,67,121,188,59,38,20,36,80,365,0,34,27,1,0,0,0
30499,Bol Bol,ORL,2023,23,4,57,32,1303,237,411,28,87,209,324,70,94,63,282,345,47,24,76,99,75,572,0,26,36,1,0,0,0
30485,Anthony Lamb,GSW,2023,25,3,47,3,934,119,243,60,156,59,87,31,43,43,120,163,83,24,14,46,112,329,0,32,30,1,0,0,0
30484,Anthony Gill,WAS,2023,30,3,42,4,419,51,84,3,19,48,65,27,35,23,35,58,20,5,8,9,50,132,0,29,32,1,0,0,0
30473,Alize Johnson,SAS,2023,26,5,4,0,30,3,6,0,2,3,4,1,2,2,8,10,1,1,0,4,3,7,0,15,47,1,0,0,0
30470,Aleksej Pokusevski,OKC,2023,21,3,31,25,677,107,243,38,101,69,142,21,33,45,112,157,62,20,41,41,57,273,0,28,33,1,0,0,0
30467,AJ Griffin,ATL,2023,19,1,58,11,1169,208,440,83,215,125,225,28,32,26,93,119,59,38,7,33,73,527,0,31,31,1,0,0,0
30466,Admiral Schofield,ORL,2023,25,3,28,0,354,44,92,18,54,26,38,17,19,19,33,52,23,6,3,6,52,123,0,26,36,1,0,0,0
30464,Aaron Nesmith,IND,2023,23,3,56,44,1374,188,447,83,236,105,211,89,103,45,163,208,68,43,24,53,192,548,0,28,35,1,0,0,0
30507,Braxton Key,DET,2023,25,2,3,0,9,1,1,0,0,1,1,2,2,0,1,1,0,0,0,0,0,4,0,15,47,1,0,0,0
